Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04,2.870504257303493,2.9322353191628894,2.777906656265259,2.777906656265259,1715366,0.0,0.0
2000-01-05,2.8396375553078843,2.963099680715065,2.700741756800567,2.9013686180114746,2238736,0.0,0.0
2000-01-06,2.8087737497998244,3.101995826328136,2.8087737497998244,3.0556986331939697,1296941,0.0,0.0
2000-01-07,3.179160292654855,3.2100246148613105,3.009400168549524,3.086561679840088,482825,0.0,0.0
2000-01-10,3.2100246514361372,3.2100246514361372,3.0865617150081857,3.1482927799224854,781232,0.0,0.0
2000-01-11,3.1482926470048964,3.3643531799316406,3.1482926470048964,3.3643531799316406,1017163,0.0,0.0
2000-01-12,3.580413800792888,3.580413800792888,3.2408913365611864,3.2717554569244385,1020528,0.0,0.0
2000-01-13,3.287188583403931,3.287188583403931,3.0556984006992542,3.1482927799224854,825638,0.0,0.0
2000-01-14,3.1791601566160073,3.240891218185425,3.0556982351269997,3.240891218185425,402812,0.0,0.0
2000-01-17,3.2717551849643565,3.426084041595459,3.240891067166641,3.426084041595459,1328997,0.0,0.0
2000-01-18,3.6421447977192165,3.657575042768914,3.487816132744242,3.5495471954345703,1506691,0.0,0.0
2000-01-19,3.5495474894320296,3.796471357345581,3.5495474894320296,3.796471357345581,2483036,0.0,0.0
2000-01-20,3.858202012210845,3.9508004188537598,3.580413648376181,3.9508004188537598,1642585,0.0,0.0
2000-01-21,3.9508003067089796,4.0433991140230985,3.7038756656330816,3.9970974922180176,1702650,0.0,0.0
2000-01-24,3.7347404273853977,4.043399810791016,3.7347404273853977,4.043399810791016,1413950,0.0,0.0
2000-01-25,4.012531577160848,4.259456634521484,3.9353666397238682,4.259456634521484,1485198,0.0,0.0
2000-01-26,4.25945635465481,4.25945635465481,4.182294648685016,4.197725296020508,588608,0.0,0.0
2000-01-27,4.182294818225467,4.490949720609491,4.182294818225467,4.213158130645752,1782665,0.0,0.0
2000-01-28,4.290323583356705,4.3211877060970885,4.182295322418213,4.182295322418213,1090096,0.0,0.0
