Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-04,25.61760918667181,26.785369873046875,25.61760918667181,26.785369873046875,415595,0.0,0.0
2000-01-05,26.639398168203858,28.609989166259766,26.639398168203858,28.609989166259766,501579,0.0,0.0
2000-01-06,28.391026155033888,28.609985958174626,27.734170471199842,28.536998748779297,298149,0.0,0.0
2000-01-07,28.24506785440973,30.50758934020996,27.734171961550388,30.50758934020996,266138,0.0,0.0
2000-01-10,28.391027666697703,30.507589325183268,28.391027666697703,29.923709869384766,158639,0.0,0.0
2000-01-11,29.704762145232923,31.01848450284065,28.828948456857972,29.777734756469727,178299,0.0,0.0
2000-01-12,28.901921632786784,29.558788299560547,28.245067741330363,29.558788299560547,161259,0.0,0.0
2000-01-13,29.99669575745721,29.99669575745721,28.464013529230996,29.120882034301758,98327,0.0,0.0
2000-01-14,29.120882044476314,29.120882044476314,28.0990938919685,28.90192222595215,73421,0.0,0.0
2000-01-17,28.464014044555853,28.464014044555853,27.734172912137026,28.09909439086914,47196,0.0,0.0
2000-01-18,28.39102660801041,28.5369992040848,27.588198317621895,27.73417091369629,60307,0.0,0.0
2000-01-19,27.442223377925178,27.807159423828125,27.223278175790554,27.807159423828125,63415,0.0,0.0
2000-01-20,27.80716186510644,27.80716186510644,26.785371872641083,27.150293350219727,83906,0.0,0.0
2000-01-21,26.93132912136547,27.004316329956055,26.27447526981898,27.004316329956055,84096,0.0,0.0
2000-01-24,27.07730414763765,27.58819819385707,26.493437491547947,26.93132972717285,98394,0.0,0.0
2000-01-25,27.15029263750551,27.15029263750551,26.128504496908207,26.85835838317871,194032,0.0,0.0
2000-01-26,26.931332312956144,27.077306747436523,26.27447838356691,27.077306747436523,209791,0.0,0.0
2000-01-27,27.07730494462409,27.73417160559709,26.639396270702512,27.66118621826172,211245,0.0,0.0
2000-01-28,27.807161851522423,27.88014724202974,26.858359075108933,27.369253158569336,103571,0.0,0.0
2000-01-31,26.78537056459107,26.931330388276738,26.274476505830343,26.712385177612305,114059,0.0,0.0
2000-02-01,26.5664119720459,26.9313316234957,26.128505105224427,26.5664119720459,86457,0.0,0.0
2000-02-02,26.5664119720459,26.5664119720459,26.5664119720459,26.5664119720459,0,0.0,0.0
2000-02-03,26.5664119720459,26.5664119720459,26.5664119720459,26.5664119720459,0,0.0,0.0
2000-02-04,26.5664119720459,26.5664119720459,26.5664119720459,26.5664119720459,0,0.0,0.0
2000-02-07,26.5664119720459,26.5664119720459,26.5664119720459,26.5664119720459,0,0.0,0.0
2000-02-08,26.5664119720459,26.5664119720459,26.5664119720459,26.5664119720459,0,0.0,0.0
2000-02-09,26.931330920988856,26.931330920988856,26.055517210191617,26.63939666748047,81283,0.0,0.0
2000-02-10,26.785371793115512,26.785371793115512,25.763583628729233,26.5664119720459,66862,0.0,0.0
2000-02-11,25.909558036185956,26.493439333225993,25.83657082087989,26.420452117919922,166500,0.0,0.0
2000-02-14,26.63939560611372,27.807159949301393,26.63939560611372,27.73417091369629,509989,0.0,0.0
